Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD), Jobs
Germany,2017,Biomass,74040.5215,792.5175965,1142778726,45199
Germany,2020,Wind,42276.34136,15028.86563,7093216084,888702
Germany,2022,Solar,10610.22994,47356.36291,6499524707,405547
Germany,2016,Biomass,94741.12613,30970.15159,3001489488,886542
Germany,2015,Hydro,82340.91205,4190.828203,2463755355,901143
Germany,2012,Hydro,86816.22112,18304.79317,4973143928,831498
Germany,2007,Geothermal,25179.26696,41604.01323,6483218309,310748
Germany,2000,Hydro,69585.34281,19633.13717,2280666676,282525
Germany,2007,Wind,39591.65996,48658.53056,3201391507,369501
Germany,2007,Wind,66119.73911,3211.206959,2448703305,937317
Germany,2010,Geothermal,51264.6478,38326.08858,6191330910,492370
Germany,2005,Biomass,14913.37839,11638.29569,2678474171,67777
Germany,2014,Hydro,37869.16228,48911.2929,9407352874,686878
Germany,2009,Solar,27352.13318,39713.10117,3792485166,305188
Germany,2003,Geothermal,16877.35261,17020.33317,6890713389,673542
Germany,2012,Geothermal,95498.31174,12286.10995,3645648658,783294
Germany,2002,Hydro,53131.54088,1720.839918,6707761616,988115
Germany,2014,Solar,37132.57844,38298.72751,7024112206,981469
Germany,2011,Biomass,18584.89461,37479.78802,3232768532,263152
Germany,2005,Geothermal,70101.14969,681.5802213,149625774.9,522976
Germany,2014,Biomass,80244.14547,40932.6902,1878093107,823585
Germany,2018,Biomass,11415.51714,31126.48538,9643597348,215111
Germany,2011,Solar,4668.935962,30640.21154,426748083.4,325101
Germany,2004,Hydro,1100.559119,49738.21263,8722454586,381959
Germany,2010,Wind,90953.93706,31866.7611,6575640653,870482
Germany,2015,Biomass,36574.94611,39573.95556,864470622.6,54827
Germany,2003,Solar,19433.29746,24533.70967,1726441059,405173
Germany,2006,Hydro,87528.96976,38327.1655,1823422798,869247
Germany,2022,Hydro,83196.09274,185.6051497,241745954.5,256435
Germany,2018,Hydro,37127.59777,5722.222105,2475845943,877669
Germany,2000,Hydro,76741.76207,8017.773831,4386369789,509169
Germany,2018,Hydro,97126.63493,41925.72634,7314465512,112358
Germany,2004,Biomass,46299.41904,20959.1694,5198927666,215557
Germany,2011,Wind,46676.76045,16172.63804,8913800720,697418
Germany,2010,Solar,42548.35151,13420.63638,9846252559,935069
Germany,2020,Geothermal,99645.58064,870.6629813,6751842586,680614
Germany,2023,Geothermal,15387.51061,42379.4309,8576739104,948314
Germany,2007,Biomass,32093.01883,15747.21823,9207687958,472594
Germany,2020,Geothermal,7540.285918,19996.25325,9668754051,56170
Germany,2021,Solar,97981.70468,19986.27711,3841066845,831612
Germany,2023,Biomass,61280.70125,36286.79831,7921894810,781632
Germany,2023,Geothermal,47899.42123,9029.475675,6260019319,129722
Germany,2017,Wind,54734.905,29036.88078,7516595533,512538
Germany,2018,Biomass,48230.72244,47981.18164,9949759072,462941
Germany,2016,Solar,12306.60682,49312.68199,3680895570,971943
Germany,2006,Hydro,9520.238497,11394.39194,8150505768,370659
Germany,2023,Geothermal,59662.45621,46971.94203,3974990647,369420
Germany,2004,Solar,84155.01483,23056.78539,6352056457,58688
Germany,2010,Hydro,52084.97123,44639.35471,1978079872,460635
Germany,2011,Geothermal,82935.56513,15099.6685,7234745601,656491
Germany,2006,Hydro,70382.08612,37242.63309,9432776427,877653
Germany,2001,Biomass,61941.4448,21790.46812,9874263035,25986
Germany,2009,Solar,14563.30395,5631.378254,2394649584,419535
Germany,2009,Biomass,82815.05214,26233.51485,5469492586,128517
Germany,2009,Geothermal,39743.39126,15778.71297,5503677682,867417
Germany,2009,Geothermal,33965.13692,26860.04578,9492159750,107983
Germany,2006,Biomass,30147.31628,1644.929848,2806312879,912767
Germany,2014,Biomass,46116.63711,23067.29957,7600760604,978227
Germany,2014,Wind,22671.92935,48953.78033,2844300691,848024
Germany,2009,Biomass,47760.84269,35093.18396,5702584232,282217
Germany,2002,Solar,2100.999701,33352.62208,6889130021,932784
Germany,2002,Wind,4772.591119,16608.07985,1738982449,847212
Germany,2016,Hydro,46743.09813,44265.90317,5258700456,461950
Germany,2016,Solar,76580.49147,8525.391849,1259830493,404268
Germany,2010,Hydro,9639.184225,29672.82395,3750765051,779664
Germany,2012,Biomass,38461.93927,44348.41264,5327883970,205486
Germany,2023,Solar,32778.94197,11813.39315,3085532560,258705
Germany,2019,Geothermal,66246.21113,13448.82477,1457355508,596039
Germany,2017,Wind,1910.104522,15557.61781,5002772250,666646
Germany,2006,Geothermal,29425.93426,5374.46911,6213168549,915128
Germany,2021,Hydro,19550.52205,23082.42236,2285817078,270499
Germany,2004,Solar,69797.11013,6159.854746,113663683.3,485522
Germany,2008,Solar,18883.38765,36036.65093,9629960865,78941
Germany,2014,Wind,76600.80729,29593.18573,6135244450,35494
Germany,2017,Hydro,18036.57388,16805.54327,9262047354,623523
Germany,2008,Wind,78400.66248,15364.23112,6177413635,52684
Germany,2003,Wind,7770.05345,45501.99242,2454350753,420562
Germany,2007,Solar,60178.02279,2596.51414,2281707069,528698
Germany,2021,Solar,65345.33003,38754.12186,7624950562,84742
Germany,2023,Geothermal,82621.29976,42524.48437,1557782952,308604
Germany,2021,Wind,24131.73956,23035.03304,765983043.1,747432
Germany,2015,Wind,77614.09905,7032.689268,623646473.3,364163
Germany,2001,Hydro,83128.30082,41791.27632,3533926671,31863
Germany,2012,Wind,50762.22934,24367.09369,3819994856,956126
Germany,2005,Geothermal,88720.05667,9154.134597,9755525744,624946
Germany,2005,Biomass,95020.91493,31115.49063,1280222592,9988
Germany,2021,Solar,54203.57898,7809.451108,68589281.05,162354
Germany,2018,Solar,20529.77251,23812.33193,984894877.5,891733
Germany,2016,Geothermal,88890.41412,4084.261739,2836433005,136637
Germany,2020,Biomass,58385.92588,27153.37293,25483674.17,646781
Germany,2012,Biomass,26715.63454,18475.08258,9619938643,704726
Germany,2016,Solar,41501.83254,22751.90428,1954184959,375894
Germany,2021,Solar,69110.30273,1600.085286,8550041700,514169
Germany,2003,Geothermal,5826.407026,45318.22101,8775909265,261019
Germany,2008,Geothermal,18346.40007,18274.04709,7723273322,660963
Germany,2023,Wind,76671.76323,36351.89085,7709885305,631096
Germany,2007,Hydro,37207.28335,43407.9306,7275813920,167941
Germany,2011,Geothermal,34785.41483,17250.89137,3343166725,188070
Germany,2004,Solar,90656.29385,22210.35512,7381911087,403338
Germany,2009,Solar,97055.56797,38205.78713,3111988619,871703
Germany,2010,Solar,61174.22775,21352.82776,6876074603,45496
Germany,2004,Wind,52423.00142,30444.89775,1927298725,809132
Germany,2000,Geothermal,24311.41916,4938.047276,6808147341,219330
Germany,2004,Wind,37475.08919,44597.04274,1638544164,405334
Germany,2014,Hydro,83226.31316,20679.93582,8605330099,831518
Germany,2020,Hydro,34221.35312,48725.70859,1064006200,750017
Germany,2016,Hydro,70337.81642,42272.51501,6872530762,67982
Germany,2018,Wind,91122.67311,23463.35604,6000511299,823185
Germany,2015,Hydro,98235.83504,37357.85784,4263276149,722161
Germany,2013,Hydro,32682.51917,42870.4841,3850555549,162165
Germany,2023,Wind,53718.842,45858.8271,6726750979,571131
Germany,2023,Biomass,23181.48573,19743.50717,733251107,473895
Germany,2018,Biomass,86210.79333,42266.36912,2519538995,785549
Germany,2018,Hydro,7217.280739,34649.00114,2986264527,573357
Germany,2002,Geothermal,32463.45631,27942.64225,2451256511,907222
Germany,2003,Biomass,39995.928,21437.06325,9528507894,293132
Germany,2003,Solar,81326.27604,23764.18834,4071323707,379723
Germany,2020,Solar,95356.94726,21505.70341,7646276958,74709
Germany,2001,Solar,97798.24329,3392.866975,4719951095,461769
Germany,2018,Geothermal,99625.17485,33038.52032,9462739064,936990
Germany,2003,Wind,54573.16224,46592.28527,3139694329,806386
Germany,2003,Biomass,10865.66954,41569.4929,6085455632,989137
Germany,2002,Wind,88257.04379,6677.6533,353086030.9,483295
Germany,2016,Solar,79722.15165,477.8704903,3030739721,205851
Germany,2019,Geothermal,6452.543315,38509.55433,3096458361,991498
Germany,2021,Wind,82361.84294,25645.99794,5016890158,715360
Germany,2005,Hydro,36193.3168,41682.95046,2948959530,846915
Germany,2012,Solar,20042.69981,33291.89619,9857432042,645557
Germany,2006,Wind,75713.55686,19732.2116,6803893573,624781
Germany,2001,Hydro,43988.74393,30274.41471,9341658488,877370
Germany,2007,Solar,79974.1851,24680.64571,2468025608,436993
Germany,2004,Biomass,21525.39968,14013.5599,6229234442,929414
Germany,2007,Biomass,86577.98986,17769.6111,2597428992,903379
Germany,2014,Solar,11262.25126,31559.18451,4286434182,464817
Germany,2009,Geothermal,26695.0345,32390.06562,9711308431,418193
Germany,2006,Solar,29581.01919,48398.44823,4892852457,275822
Germany,2010,Geothermal,74101.78945,5986.180545,75135710.35,280170
Germany,2007,Hydro,42887.15397,11081.88628,1381010652,469219
Germany,2006,Biomass,53632.19478,44714.15766,1389607068,451236
Germany,2021,Geothermal,64887.81144,5733.280885,1694037042,520376
Germany,2011,Hydro,72512.43549,13141.12858,1973716989,262748
Germany,2007,Biomass,85465.58749,19377.12934,6122617945,846422
Germany,2008,Hydro,72576.64602,46445.97164,4387497557,446000
Germany,2021,Hydro,85870.73301,28636.06102,2835101660,989595
Germany,2018,Geothermal,28731.47298,8463.609067,9194182935,217986
Germany,2009,Hydro,32277.76948,44711.89666,3519064088,867560
Germany,2006,Biomass,10868.23721,17510.25352,6193201199,558397
Germany,2006,Wind,90976.76026,40174.13896,5196718812,114590
Germany,2023,Biomass,2074.031285,17252.05919,1384651966,52920
Germany,2015,Geothermal,78966.72962,16599.74673,6415267491,550856
Germany,2012,Geothermal,60688.20296,48091.75269,3787367947,501157
Germany,2006,Solar,6124.036426,8662.227985,7108522125,367951
Germany,2011,Geothermal,17363.39001,24648.79806,3649284166,292146
Germany,2014,Hydro,88413.47222,22748.80048,2414164404,279287
Germany,2000,Solar,22528.80379,37446.11185,404814178,290093
Germany,2006,Solar,94081.39903,46870.91923,8567145207,829441
Germany,2004,Hydro,50831.38962,36065.1934,950072300.8,240345
Germany,2010,Geothermal,47075.33903,33820.5449,4479500073,273851
Germany,2011,Biomass,34086.52432,3206.533616,6451188682,6389
Germany,2015,Wind,44835.92275,19545.8455,6607289222,624411
Germany,2008,Biomass,49296.69334,38179.62381,4262944444,451078
Germany,2000,Solar,61644.42656,18043.88711,6797117118,375364
Germany,2010,Solar,67219.00189,2531.439947,3375726886,392300
Germany,2020,Hydro,95262.08246,28984.26732,2989818487,103083
Germany,2002,Solar,37832.46042,13903.27786,6634838646,680661
Germany,2022,Hydro,37286.76841,13801.43986,6022672243,335098
Germany,2006,Wind,48853.1478,20896.54386,2600842137,812790
Germany,2013,Wind,20992.59499,41824.86105,8968476909,191658
Germany,2021,Solar,89707.40555,1398.386521,6228336699,278779
Germany,2021,Geothermal,5759.95066,16205.78013,6201143865,35862
Germany,2017,Hydro,45353.88519,47902.92141,2008074299,564063
Germany,2005,Solar,18786.25067,29224.22843,9936914829,449882
Germany,2019,Biomass,31773.95995,24469.27156,8857045088,440403
Germany,2018,Hydro,46183.21319,28490.87523,5932429368,642424
Germany,2006,Geothermal,16852.15349,6140.193004,6652237279,174114
Germany,2001,Hydro,5416.980611,33445.28068,7211532980,213966
Germany,2000,Biomass,37896.34683,46871.8123,539614232.5,152179
Germany,2000,Biomass,57493.84063,31312.88548,829598213.6,229807
Germany,2013,Geothermal,87528.49227,17529.71851,3898053674,328050
Germany,2018,Wind,9700.930717,39229.28209,532247902.1,600876
Germany,2008,Biomass,21998.24547,2794.542714,6530116812,697610
Germany,2016,Solar,62929.11525,29316.811,8350796636,859937
Germany,2005,Solar,47168.34082,7705.691426,9774620287,212010
Germany,2023,Hydro,85415.19839,48447.0677,3776004579,290359
India,2014,Wind,90483.64716,28526.81641,9359773764,816485
India,2010,Wind,91946.6149,46526.03502,2979264243,103788
India,2004,Wind,6542.685311,28501.2871,9180527158,454865
India,2021,Wind,75015.10933,21087.56372,4916894562,851675
India,2015,Wind,86555.55192,19311.89041,9208688756,958575
India,2013,Hydro,5966.455418,5377.633338,1191721855,313190
India,2017,Hydro,55128.58767,45709.32954,2920578934,511557
India,2008,Solar,86177.44392,34735.34403,3874827344,565655
India,2012,Wind,25423.05409,46536.88902,2005033694,42127
India,2001,Biomass,19781.79868,43246.77955,3276653341,138014
India,2014,Solar,56260.07886,38771.77936,474499071.9,231336
India,2010,Wind,3782.82038,29537.89877,5974605172,808491
India,2001,Wind,78480.83702,6736.179996,155699341.3,602062
India,2021,Geothermal,71250.57457,29229.47411,6606079723,794376
India,2012,Hydro,52312.39204,23474.53338,5575420988,438933
India,2020,Hydro,84510.208,32024.06241,8407228250,882712
India,2018,Biomass,85703.93551,1860.456727,4019105341,691668
India,2023,Biomass,43844.45286,27589.68636,9096401119,631173
India,2020,Geothermal,21785.14858,20550.66892,3341577592,799532
India,2012,Geothermal,81796.1365,34389.36929,5941908626,965166
India,2018,Biomass,84586.54516,36348.59771,1550547527,491259
India,2000,Wind,49328.19487,39249.15698,7245473466,435990
India,2016,Wind,42564.24299,42293.73298,2177533761,819895
India,2019,Biomass,22342.78723,6054.09146,9591562507,443989
India,2017,Solar,47012.86127,36947.75359,1420593557,830053
India,2016,Geothermal,3129.383863,25711.35339,5115596484,278673
India,2014,Geothermal,31321.35322,46188.62111,2241167656,711390
India,2002,Solar,41221.17166,35628.17841,8087793620,795601
India,2011,Wind,30492.65172,26668.43581,9408741324,706627
India,2021,Solar,37669.24745,32924.99544,4582759113,967960
India,2009,Geothermal,19933.02574,37988.50021,6557171479,596738
India,2021,Biomass,13755.19963,44489.02454,9819425812,741170
India,2008,Wind,73763.45979,43548.81431,5310956960,670078
India,2018,Wind,42660.63598,32490.82745,6925681262,359160
India,2014,Hydro,26595.43642,13912.82013,3351715219,421447
India,2014,Solar,49859.81181,28754.5454,1767843995,326314
India,2012,Geothermal,79138.00021,18485.74786,8652544012,295909
India,2023,Geothermal,9985.719267,29549.52531,541471390.2,885846
India,2010,Hydro,93340.17018,45607.78431,9439465224,452335
India,2005,Wind,91922.4398,6811.297208,8411421721,391116
India,2010,Solar,8950.391612,20764.71375,9806587400,513722
India,2004,Biomass,38100.63908,36791.06662,6854775217,247235
India,2012,Wind,45165.11011,49314.30354,8917327825,640567
India,2007,Biomass,55381.26273,42278.42744,911125397.1,605732
India,2012,Hydro,24730.40108,23691.74806,452852771.3,748546
India,2010,Geothermal,19005.09885,42180.40586,317672157.6,25586
India,2014,Geothermal,36715.26272,4626.616372,7256207901,778597
India,2022,Wind,13737.37013,43897.14115,7277860349,607623
India,2010,Geothermal,89824.61451,14143.25148,3968483603,393558
India,2002,Solar,16230.26753,45126.1673,9691344231,85638
India,2000,Solar,3313.067342,9453.071019,6121759597,9517
India,2021,Biomass,56343.28845,32215.44413,6686652425,657601
India,2019,Wind,89055.61887,5150.784197,8612604623,326279
India,2007,Solar,73121.16214,45473.66304,451774158.4,198570
India,2006,Hydro,69037.08876,7466.143979,6580605577,361313
India,2020,Wind,6469.010048,49938.84462,6420726076,44555
India,2019,Biomass,58207.41531,41013.89796,7769394319,851809
India,2009,Wind,78495.36738,4709.579857,9487138919,308133
India,2023,Wind,60798.93328,8958.634361,7823407679,926104
India,2005,Geothermal,30460.72199,7017.12339,3576203245,957832
India,2019,Biomass,68921.24891,20056.18389,6488332904,771547
India,2015,Hydro,17112.77902,27122.03936,6006024245,729786
India,2011,Wind,3495.393647,29614.57043,9160001621,355143
India,2006,Biomass,17779.41775,24774.79504,5016744841,479545
India,2007,Biomass,18370.44827,28079.46172,2999625283,15728
India,2013,Biomass,81951.10925,48908.85832,3174166500,242835
India,2022,Geothermal,22734.54881,46482.23836,6072890322,289164
India,2007,Biomass,43111.12188,1527.913216,5206906252,488948
India,2004,Hydro,46268.73885,15281.57786,4726737561,742302
India,2012,Solar,35522.90186,2417.015904,6668781786,510112
India,2004,Hydro,70744.21223,20835.7227,4812403511,229693
India,2014,Hydro,78938.88082,2765.20172,578249860.2,457921
India,2012,Hydro,4175.45515,10256.6462,4388794755,805207
India,2019,Hydro,72965.04312,35847.39204,6920941086,258358
India,2005,Solar,23055.40933,27655.18141,7169027231,345208
India,2014,Solar,58531.58887,5827.722699,6201958391,679882
India,2008,Wind,27321.14519,48880.71283,6716457115,115312
India,2004,Hydro,25803.75626,20823.82085,5334442237,373809
India,2011,Wind,20306.13678,45987.35036,6388215396,451699
India,2010,Geothermal,18350.68392,21278.28814,5269145097,342712
India,2005,Hydro,21480.67723,46667.06077,9891469075,183355
India,2019,Solar,85526.27534,31688.61055,2993183258,898416
India,2006,Hydro,10255.03255,37745.28192,2734108178,901671
India,2018,Wind,27140.14962,41863.25751,4945432967,47484
India,2014,Biomass,87090.33392,15894.48,1800556439,983613
India,2001,Geothermal,90256.70762,48003.43472,2795634284,788947
India,2004,Biomass,38254.14771,23015.94103,9316396003,207147
India,2016,Wind,96997.39917,16034.09738,2080318420,401239
India,2014,Biomass,28264.85224,42308.78584,6394247788,142816
India,2001,Wind,47202.42353,41704.36501,376447041.3,595054
India,2011,Hydro,83071.6159,6814.046119,2503183143,113239
India,2018,Wind,37338.72924,23855.33951,816265997.7,991752
India,2011,Geothermal,38268.18869,43107.39266,9671811755,147706
India,2023,Hydro,84798.48342,22347.23287,8667662714,450333
India,2000,Geothermal,7279.961973,4887.547419,4457284458,201240
India,2022,Biomass,85903.40563,19211.43684,4895713562,86884
India,2011,Geothermal,13240.09105,20156.30795,2997771910,747953
India,2005,Wind,29966.00592,35865.7075,8746021763,718855
India,2009,Hydro,69698.65104,10211.2266,2225851792,18285
India,2014,Geothermal,66463.44224,11868.19595,9334975310,225071
India,2012,Wind,64213.77459,47264.20162,1386235405,657757
India,2001,Hydro,33842.39585,1017.16713,5143259052,388235
India,2015,Biomass,44552.22545,45698.5564,5707254055,507089
India,2021,Wind,38595.77599,10205.85937,7343940402,800480
India,2011,Solar,14692.07365,27742.1456,7512043979,680427
India,2016,Geothermal,96691.81094,16291.4372,6613638351,171171
India,2004,Geothermal,4017.497694,42607.69335,9610426510,303959
India,2014,Solar,55768.02378,42402.55576,5971226872,2718
India,2014,Wind,6500.19943,29389.6252,8155535054,133474
India,2021,Wind,45982.2092,41187.28132,9808450574,562689
India,2007,Geothermal,74827.62304,25251.75345,1984712807,595444
India,2015,Wind,87051.69012,42925.48533,7578431319,550127
India,2016,Solar,28597.89639,41379.8685,1182387975,645431
India,2008,Biomass,54198.03002,18877.46618,3220378949,261260
India,2020,Wind,32402.34544,37844.99678,4334649785,841778
India,2008,Biomass,97547.27311,43844.39611,563619986.6,240422
India,2010,Geothermal,25003.91883,32123.92979,9172897200,534125
India,2020,Hydro,4918.402046,43729.32278,6644683138,13654
India,2002,Wind,85332.45307,2499.631431,2363520154,322164
India,2009,Solar,1399.099143,27669.30009,1341018450,600283
India,2013,Biomass,96723.30856,13109.74216,3484326563,694356
India,2017,Solar,29767.24075,13802.51207,953653081.1,595231
India,2022,Solar,88050.36789,40340.75219,8151870725,388742
India,2004,Wind,46923.22413,4307.183776,6709859028,312558
India,2005,Solar,59083.45427,5046.898673,5287566835,56068
India,2012,Wind,66324.75813,4730.126998,8400838588,748241
India,2020,Solar,91155.05285,9335.161566,20498460.75,215848
India,2003,Geothermal,29800.6592,33181.76598,6730836659,775998
India,2011,Wind,77578.4986,11103.89975,4986155791,68390
India,2002,Wind,57022.4935,45228.76876,7560891216,526246
India,2005,Biomass,20265.94103,15919.08028,4831647252,219410
India,2006,Geothermal,39922.07968,37182.53155,5402001246,518752
India,2007,Wind,21597.56008,13842.57138,4396366569,719163
India,2023,Hydro,2882.879158,14505.44422,1263539807,935515
India,2022,Biomass,88435.93963,10342.96974,7372904506,640740
India,2010,Hydro,40472.47987,18576.2794,3158512159,761645
India,2015,Wind,75544.80596,16225.3659,1341393502,974479
India,2019,Wind,40114.20502,42258.68412,8983579591,991149
India,2002,Geothermal,56811.33184,5382.553725,4272846256,138086
India,2008,Biomass,75510.63154,22708.45922,6814774512,340881
India,2009,Solar,66912.27564,23870.50063,5854195906,211424
India,2010,Solar,86285.10942,31567.55527,9391920649,231895
India,2018,Geothermal,40691.9732,17733.50801,847551987.6,586607
India,2019,Hydro,32789.08189,5394.769414,5887616774,427657
India,2015,Wind,43721.63358,17109.5823,9701698368,456802
India,2010,Wind,86181.4956,29364.83672,8061894490,348070
India,2010,Geothermal,26062.07572,48032.10174,254296339.1,861838
India,2010,Solar,73922.74202,4636.794565,7952893021,252087
India,2023,Hydro,64336.15617,40951.44755,4000680103,451160
India,2014,Hydro,23379.07364,35945.13178,3009656074,224265
India,2000,Geothermal,93759.6893,38036.80794,9533022119,697311
India,2021,Geothermal,63436.57892,40654.93506,146156276.2,572243
India,2006,Biomass,12614.84928,34130.59617,7418212238,410846
India,2002,Wind,7824.4096,16726.05904,9946810653,908425
India,2012,Wind,17388.1707,6133.81133,4659233012,289775
India,2021,Biomass,11516.41298,4394.426972,1698271411,228861
India,2011,Wind,99696.6064,32732.96305,3498935414,232087
India,2018,Geothermal,65173.95805,31096.67985,8813049746,673537
India,2002,Wind,12508.93447,33013.86554,9997386703,963604
India,2017,Wind,80641.46031,43405.88572,4534542810,387502
India,2004,Solar,35191.32651,39023.69842,8573147989,68664
India,2021,Wind,4874.281041,46080.36759,4544415118,434563
India,2004,Wind,97043.1028,44392.45404,1159750132,429167
India,2003,Wind,47064.24583,10203.26477,9052044082,822385
India,2021,Wind,40291.2031,39431.22638,628100153.1,327803
India,2014,Geothermal,46966.82154,11417.70815,4911288347,354356
India,2014,Solar,95740.37617,8521.275048,1029960956,697895
India,2012,Solar,94062.12158,9109.3669,1867807445,600251
India,2001,Solar,65467.07178,6800.500538,8098294301,468719
India,2017,Wind,90205.41631,1515.213516,6767667591,692797
India,2017,Hydro,77362.12757,28595.40952,2946076299,326707
India,2003,Wind,46174.60033,30188.0962,718726562.6,157608
India,2022,Biomass,1053.354158,30245.7472,1551516365,176658
India,2007,Hydro,35754.92758,2272.858904,6921893240,428223
India,2021,Wind,99502.36687,23662.95346,6752566038,543473
India,2018,Biomass,60971.21524,40878.12158,9869640749,96520
India,2008,Wind,52477.70284,41892.94175,5196187507,422820
India,2010,Geothermal,70115.87378,27800.87101,14017448.84,163981
India,2011,Hydro,80874.68063,24341.93755,7594882495,780258
India,2020,Biomass,23301.05011,25973.28069,2665423851,917702
India,2020,Geothermal,90161.79967,19701.35923,9061534698,884115
India,2004,Solar,70498.87464,20061.19599,8953907856,601799
India,2020,Hydro,10145.68021,32599.8178,8224975900,819257
India,2016,Biomass,53958.31608,11943.97466,1752423712,767103
India,2011,Wind,89454.04721,44964.7836,3354374243,92602
India,2020,Biomass,4370.087439,21243.72167,144510668.2,943293
India,2005,Wind,4214.476738,48853.61829,5104634065,122597
India,2016,Biomass,74009.86391,11399.65632,3522796526,555083
India,2015,Wind,94151.40797,43270.31799,9002306417,687004
India,2011,Wind,62313.60404,12297.36147,332586484.3,134772
India,2006,Biomass,23892.45023,5079.266817,8067300195,466457
India,2013,Biomass,85011.05535,10869.71818,7832944554,211444
India,2023,Hydro,2763.530124,24746.57261,2514232827,225455
India,2004,Wind,68439.42705,15423.82783,375184878.5,486342
India,2008,Geothermal,2138.620642,15840.29468,8133560430,878609
India,2016,Geothermal,19611.55361,10627.30324,9481388738,785942
India,2022,Hydro,34950.47405,42175.41227,5988093009,579308
India,2023,Biomass,29906.94072,31545.19619,2055452432,290726
India,2016,Wind,37263.38493,16590.54741,5056093490,518583
India,2009,Biomass,39345.8256,40744.77294,1353168731,188850
India,2019,Biomass,72401.44827,15649.01872,8368526660,947521
India,2007,Geothermal,52615.60563,25959.60628,8256533027,474708
India,2017,Hydro,37521.08379,27672.10017,3692397234,367515
India,2013,Hydro,49658.20772,45775.44412,3294254365,256090
India,2023,Hydro,86354.8833,36437.33625,7426036873,675545
India,2006,Biomass,20412.1159,45444.7411,7243037898,819201
India,2011,Geothermal,63274.7225,17326.09655,3003863764,144534
India,2022,Hydro,42390.56153,4591.876711,2649728506,540298
India,2010,Solar,38700.00045,6861.764685,5199662030,861139
India,2000,Geothermal,17919.29652,39227.21655,9826543722,114453
India,2001,Wind,24568.69703,2993.176964,6468475303,337661
India,2006,Wind,80953.43804,17000.41784,2934977783,240199
India,2013,Wind,76463.34476,13425.0992,7130005764,97564
India,2001,Geothermal,75237.22733,40878.89079,4616026906,239622
India,2018,Hydro,61394.89592,6627.997221,4647166463,42350
India,2007,Geothermal,65631.72764,39250.93647,8673549983,804527
India,2006,Biomass,14780.97825,40978.30415,8846704992,378617
India,2008,Wind,68731.23212,5249.511156,7947165862,818536
India,2013,Solar,54329.74917,26447.83805,278230642.4,697488
India,2006,Geothermal,67570.3688,27002.11765,2156572678,286315
India,2014,Solar,98367.82282,20065.69679,5559473540,847789
India,2016,Hydro,75970.24507,14131.82771,4320941825,962309
India,2008,Biomass,9369.137177,43538.22414,53467979.86,411059
India,2023,Wind,77086.57685,11181.64175,5722316727,774049
India,2017,Solar,22457.3884,12749.55351,8686571246,455352
India,2008,Geothermal,73104.30269,26446.20862,753130916.4,602395
India,2006,Geothermal,8696.273736,19812.3691,4009563647,856027
India,2007,Geothermal,69845.61573,17607.58825,9176658680,211547
India,2017,Biomass,27028.6371,32591.50421,4098635785,103025
India,2015,Wind,74990.50385,21947.53708,9359777296,406277
India,2001,Wind,39839.88972,46572.42848,115029066,771607
India,2017,Solar,12742.51918,25126.42616,9867509071,712334
India,2009,Hydro,75799.19697,37893.16241,1860536810,386634
India,2014,Geothermal,7340.120231,6594.6055,6368507632,800345
India,2015,Biomass,48367.56367,27624.64931,3038662667,46392
India,2018,Biomass,35770.8783,27236.98173,7096686669,251545
India,2012,Wind,37964.82126,7679.369703,175723927.1,352104
India,2007,Solar,99473.16329,22791.16051,5233572555,561908
India,2016,Biomass,87453.70367,31972.80082,9642236671,890281
India,2003,Solar,24648.11345,31393.87517,6386095094,881930
India,2008,Biomass,5647.440747,46234.47213,5886994.473,208667
India,2006,Wind,6056.648817,21680.23787,9640032482,421706
India,2021,Biomass,86681.45367,35272.71812,9139447746,250602
India,2004,Wind,45651.39033,17882.67275,4768448557,308358
India,2003,Biomass,61695.06465,11924.04662,6303439559,197227
India,2013,Geothermal,61853.10618,46087.59048,8394655365,39379
India,2018,Solar,67261.30776,43166.37197,287191823,207396
India,2021,Biomass,71809.96826,18441.25553,2209650738,550042
India,2022,Geothermal,94329.59038,22757.49695,8590460017,430517
Japan,2010,Biomass,88771.93291,40323.63926,8526116428,11049
Japan,2015,Biomass,70560.47106,37648.71897,9095394363,339831
Japan,2003,Solar,37917.34062,25327.81972,2183215454,925420
Japan,2003,Wind,9627.661809,49361.19184,7899902429,137272
Japan,2023,Hydro,14777.08888,28986.54224,1316801465,599552
Japan,2022,Hydro,47146.18836,29106.28817,8045717983,567964
Japan,2022,Biomass,63005.16927,25563.84136,9104672097,117482
Japan,2007,Geothermal,52535.54393,821.3431093,147464154.7,161858
Japan,2023,Solar,31038.78506,41579.35305,6497451422,780614
Japan,2016,Biomass,61591.58638,8989.185411,4627916153,569145
Japan,2017,Hydro,44713.62157,39937.98271,3813639208,171157
Japan,2014,Geothermal,19358.19164,37782.51178,1606295215,993024
Japan,2008,Hydro,86583.31845,26019.01672,5278159983,571226
Japan,2013,Hydro,88491.0892,42941.7824,6432797811,608200
Japan,2014,Geothermal,21406.41397,18355.14968,6886268127,135493
Japan,2023,Wind,68205.55197,43505.90268,8700757847,616103
Japan,2002,Hydro,75516.62094,2432.012003,8211857050,843368
Japan,2009,Solar,1484.496496,39655.58131,9067361945,581051
Japan,2007,Geothermal,21636.38549,35954.22116,7323856978,147668
Japan,2001,Geothermal,92826.21051,5849.043085,4657436961,67392
